game,session_code,trial,player_id,role,participant_code,server_ts_ms,msg_type,lane,t_rel_ms
corridor,cdo3g5c8,74,2,avoider,4pnhmhns,1780317508704.9404,final_choice,0.0,3524.46923828125
corridor,cdo3g5c8,74,1,matcher,fivh368p,1780317510244.7434,next_trial,,5064.272216796875
corridor,cdo3g5c8,75,1,matcher,fivh368p,1780317510354.6934,position,0.0,0.0
corridor,cdo3g5c8,75,2,avoider,4pnhmhns,1780317510381.7458,position,1.0,27.052490234375
corridor,cdo3g5c8,75,1,matcher,fivh368p,1780317511062.6343,position,1.0,707.94091796875
corridor,cdo3g5c8,75,1,matcher,fivh368p,1780317513865.2388,final_choice,1.0,3510.54541015625
corridor,cdo3g5c8,75,2,avoider,4pnhmhns,1780317513892.0635,final_choice,1.0,3537.3701171875
corridor,cdo3g5c8,75,1,matcher,fivh368p,1780317515290.5762,next_trial,,4935.8828125
corridor,cdo3g5c8,76,1,matcher,fivh368p,1780317515399.7651,position,0.0,0.0
corridor,cdo3g5c8,76,2,avoider,4pnhmhns,1780317515416.0486,position,1.0,16.283447265625
corridor,cdo3g5c8,76,1,matcher,fivh368p,1780317516635.443,position,1.0,1235.677978515625
corridor,cdo3g5c8,76,2,avoider,4pnhmhns,1780317518000.8647,position,0.0,2601.099609375
corridor,cdo3g5c8,76,1,matcher,fivh368p,1780317518357.102,position,0.0,2957.3369140625
corridor,cdo3g5c8,76,2,avoider,4pnhmhns,1780317518898.152,final_choice,0.0,3498.386962890625
corridor,cdo3g5c8,76,1,matcher,fivh368p,1780317518913.3887,final_choice,0.0,3513.62353515625
corridor,cdo3g5c8,76,1,matcher,fivh368p,1780317520523.1301,next_trial,,5123.364990234375
corridor,cdo3g5c8,77,1,matcher,fivh368p,1780317520629.6584,position,0.0,0.0
corridor,cdo3g5c8,77,2,avoider,4pnhmhns,1780317520725.307,position,1.0,95.6484375
corridor,cdo3g5c8,77,1,matcher,fivh368p,1780317521124.4224,position,1.0,494.763916015625
corridor,cdo3g5c8,77,2,avoider,4pnhmhns,1780317523489.804,position,0.0,2860.1455078125
corridor,cdo3g5c8,77,1,matcher,fivh368p,1780317524148.261,final_choice,1.0,3518.6025390625
corridor,cdo3g5c8,77,2,avoider,4pnhmhns,1780317524235.4263,final_choice,0.0,3605.767822265625
corridor,cdo3g5c8,77,1,matcher,fivh368p,1780317525395.4434,next_trial,,4765.784912109375
corridor,cdo3g5c8,78,1,matcher,fivh368p,1780317525503.9456,position,0.0,0.0
corridor,cdo3g5c8,78,2,avoider,4pnhmhns,1780317525522.1924,position,1.0,18.246826171875
corridor,cdo3g5c8,78,1,matcher,fivh368p,1780317526652.3892,position,1.0,1148.443603515625
corridor,cdo3g5c8,78,2,avoider,4pnhmhns,1780317529006.9255,final_choice,1.0,3502.97998046875
corridor,cdo3g5c8,78,1,matcher,fivh368p,1780317529022.9246,final_choice,1.0,3518.97900390625
corridor,cdo3g5c8,78,1,matcher,fivh368p,1780317530624.4658,next_trial,,5120.520263671875
corridor,cdo3g5c8,79,1,matcher,fivh368p,1780317530729.1335,position,0.0,0.0
corridor,cdo3g5c8,79,2,avoider,4pnhmhns,1780317530744.1565,position,1.0,15.02294921875
corridor,cdo3g5c8,79,1,matcher,fivh368p,1780317531295.0005,position,1.0,565.866943359375
corridor,cdo3g5c8,79,2,avoider,4pnhmhns,1780317531798.444,position,0.0,1069.310546875
corridor,cdo3g5c8,79,1,matcher,fivh368p,1780317534234.8245,final_choice,1.0,3505.69091796875
corridor,cdo3g5c8,79,2,avoider,4pnhmhns,1780317534249.732,final_choice,0.0,3520.598388671875
corridor,cdo3g5c8,79,1,matcher,fivh368p,1780317535756.2795,next_trial,,5027.14599609375
corridor,cdo3g5c8,80,1,matcher,fivh368p,1780317535863.0068,position,0.0,0.0
corridor,cdo3g5c8,80,2,avoider,4pnhmhns,1780317536220.9065,position,1.0,357.899658203125
corridor,cdo3g5c8,80,1,matcher,fivh368p,1780317536406.9885,position,1.0,543.981689453125
corridor,cdo3g5c8,80,1,matcher,fivh368p,1780317539385.6282,final_choice,1.0,3522.621337890625
corridor,cdo3g5c8,80,2,avoider,4pnhmhns,1780317539714.343,final_choice,1.0,3851.336181640625
corridor,cdo3g5c8,80,1,matcher,fivh368p,1780317541301.3904,next_trial,,5438.383544921875
corridor,cdo3g5c8,81,1,matcher,fivh368p,1780317541403.9595,position,0.0,0.0
corridor,cdo3g5c8,81,2,avoider,4pnhmhns,1780317541445.2556,position,1.0,41.296142578125
corridor,cdo3g5c8,81,1,matcher,fivh368p,1780317541905.3137,position,1.0,501.354248046875
corridor,cdo3g5c8,81,2,avoider,4pnhmhns,1780317542504.2876,position,0.0,1100.328125
corridor,cdo3g5c8,81,1,matcher,fivh368p,1780317544385.7617,position,0.0,2981.80224609375
corridor,cdo3g5c8,81,2,avoider,4pnhmhns,1780317544640.4778,position,1.0,3236.518310546875
corridor,cdo3g5c8,81,1,matcher,fivh368p,1780317544914.8865,final_choice,0.0,3510.927001953125
corridor,cdo3g5c8,81,2,avoider,4pnhmhns,1780317544950.2896,final_choice,1.0,3546.330078125
corridor,cdo3g5c8,81,1,matcher,fivh368p,1780317546306.3152,next_trial,,4902.355712890625
corridor,cdo3g5c8,82,1,matcher,fivh368p,1780317546413.5588,position,0.0,0.0
corridor,cdo3g5c8,82,2,avoider,4pnhmhns,1780317546429.8228,position,1.0,16.263916015625
corridor,cdo3g5c8,82,1,matcher,fivh368p,1780317547311.7476,position,1.0,898.188720703125
corridor,cdo3g5c8,82,2,avoider,4pnhmhns,1780317549923.969,final_choice,1.0,3510.41015625
corridor,cdo3g5c8,82,1,matcher,fivh368p,1780317549940.0886,final_choice,1.0,3526.52978515625
corridor,cdo3g5c8,82,1,matcher,fivh368p,1780317551238.916,next_trial,,4825.357177734375
corridor,cdo3g5c8,83,1,matcher,fivh368p,1780317551341.7341,position,1.0,0.0
corridor,cdo3g5c8,83,2,avoider,4pnhmhns,1780317551367.1914,position,0.0,25.457275390625
corridor,cdo3g5c8,83,1,matcher,fivh368p,1780317552004.267,position,0.0,662.532958984375
corridor,cdo3g5c8,83,2,avoider,4pnhmhns,1780317552705.9482,position,1.0,1364.214111328125
corridor,cdo3g5c8,83,1,matcher,fivh368p,1780317554323.381,position,1.0,2981.64697265625
corridor,cdo3g5c8,83,2,avoider,4pnhmhns,1780317554456.9563,position,0.0,3115.22216796875
corridor,cdo3g5c8,83,2,avoider,4pnhmhns,1780317554853.2466,final_choice,0.0,3511.512451171875
corridor,cdo3g5c8,83,1,matcher,fivh368p,1780317554881.3103,final_choice,1.0,3539.576171875
corridor,cdo3g5c8,83,1,matcher,fivh368p,1780317556297.309,next_trial,,4955.574951171875
corridor,cdo3g5c8,84,2,avoider,4pnhmhns,1780317556407.3513,position,1.0,0.0
corridor,cdo3g5c8,84,1,matcher,fivh368p,1780317556423.0977,position,0.0,15.746337890625
corridor,cdo3g5c8,84,1,matcher,fivh368p,1780317557304.0742,position,1.0,896.722900390625
corridor,cdo3g5c8,84,2,avoider,4pnhmhns,1780317557732.5159,position,0.0,1325.16455078125
corridor,cdo3g5c8,84,2,avoider,4pnhmhns,1780317559906.6628,final_choice,0.0,3499.3115234375
corridor,cdo3g5c8,84,1,matcher,fivh368p,1780317559921.9512,final_choice,1.0,3514.599853515625
corridor,cdo3g5c8,84,1,matcher,fivh368p,1780317561520.575,next_trial,,5113.2236328125
corridor,cdo3g5c8,85,1,matcher,fivh368p,1780317561626.8608,position,1.0,0.0
corridor,cdo3g5c8,85,2,avoider,4pnhmhns,1780317561641.8323,position,0.0,14.971435546875
corridor,cdo3g5c8,85,1,matcher,fivh368p,1780317562308.32,position,0.0,681.459228515625
corridor,cdo3g5c8,85,2,avoider,4pnhmhns,1780317562845.014,position,1.0,1218.153076171875
corridor,cdo3g5c8,85,1,matcher,fivh368p,1780317564735.0054,position,1.0,3108.14453125
corridor,cdo3g5c8,85,2,avoider,4pnhmhns,1780317565134.6587,final_choice,1.0,3507.7978515625
corridor,cdo3g5c8,85,1,matcher,fivh368p,1780317565156.9468,final_choice,1.0,3530.0859375
corridor,cdo3g5c8,85,1,matcher,fivh368p,1780317566593.841,next_trial,,4966.980224609375
corridor,cdo3g5c8,86,1,matcher,fivh368p,1780317566697.6428,position,1.0,0.0
corridor,cdo3g5c8,86,2,avoider,4pnhmhns,1780317566889.3916,position,0.0,191.748779296875
corridor,cdo3g5c8,86,1,matcher,fivh368p,1780317567222.4229,position,0.0,524.780029296875
corridor,cdo3g5c8,86,2,avoider,4pnhmhns,1780317567982.3206,position,1.0,1284.677734375
corridor,cdo3g5c8,86,1,matcher,fivh368p,1780317570202.6274,final_choice,0.0,3504.984619140625
corridor,cdo3g5c8,86,2,avoider,4pnhmhns,1780317570392.922,final_choice,1.0,3695.279296875
corridor,cdo3g5c8,86,1,matcher,fivh368p,1780317571658.8342,next_trial,,4961.19140625
corridor,cdo3g5c8,87,1,matcher,fivh368p,1780317571762.5007,position,1.0,0.0
corridor,cdo3g5c8,87,2,avoider,4pnhmhns,1780317571822.5105,position,0.0,60.009765625
corridor,cdo3g5c8,87,1,matcher,fivh368p,1780317572325.924,position,0.0,563.42333984375
corridor,cdo3g5c8,87,2,avoider,4pnhmhns,1780317572746.731,position,1.0,984.230224609375
corridor,cdo3g5c8,87,1,matcher,fivh368p,1780317574962.132,position,1.0,3199.63134765625
corridor,cdo3g5c8,87,2,avoider,4pnhmhns,1780317575129.6794,position,0.0,3367.1787109375
corridor,cdo3g5c8,87,1,matcher,fivh368p,1780317575271.983,final_choice,1.0,3509.482177734375
corridor,cdo3g5c8,87,2,avoider,4pnhmhns,1780317575330.4775,final_choice,0.0,3567.976806640625
corridor,cdo3g5c8,87,1,matcher,fivh368p,1780317576855.8584,next_trial,,5093.357666015625
corridor,cdo3g5c8,88,1,matcher,fivh368p,1780317576959.2598,position,1.0,0.0
corridor,cdo3g5c8,88,2,avoider,4pnhmhns,1780317577048.5486,position,1.0,89.288818359375
corridor,cdo3g5c8,88,2,avoider,4pnhmhns,1780317577646.6262,position,0.0,687.366455078125
corridor,cdo3g5c8,88,1,matcher,fivh368p,1780317579650.0215,position,0.0,2690.76171875
corridor,cdo3g5c8,88,2,avoider,4pnhmhns,1780317580046.3325,position,1.0,3087.07275390625
corridor,cdo3g5c8,88,1,matcher,fivh368p,1780317580472.7566,final_choice,0.0,3513.496826171875
corridor,cdo3g5c8,88,2,avoider,4pnhmhns,1780317580547.4922,final_choice,1.0,3588.232421875
corridor,cdo3g5c8,88,1,matcher,fivh368p,1780317582140.9612,next_trial,,5181.701416015625
corridor,cdo3g5c8,89,1,matcher,fivh368p,1780317582245.321,position,1.0,0.0
corridor,cdo3g5c8,89,2,avoider,4pnhmhns,1780317582260.4158,position,1.0,15.0947265625
corridor,cdo3g5c8,89,2,avoider,4pnhmhns,1780317582821.3354,position,0.0,576.014404296875
corridor,cdo3g5c8,89,2,avoider,4pnhmhns,1780317585756.8613,final_choice,0.0,3511.540283203125
corridor,cdo3g5c8,89,1,matcher,fivh368p,1780317585778.3796,final_choice,1.0,3533.05859375
corridor,cdo3g5c8,89,1,matcher,fivh368p,1780317587301.6565,next_trial,,5056.33544921875
corridor,cdo3g5c8,90,1,matcher,fivh368p,1780317587417.6406,position,1.0,0.0
corridor,cdo3g5c8,90,2,avoider,4pnhmhns,1780317587447.8647,position,0.0,30.22412109375
corridor,cdo3g5c8,90,1,matcher,fivh368p,1780317587877.4158,position,0.0,459.775146484375
corridor,cdo3g5c8,90,2,avoider,4pnhmhns,1780317588270.6829,position,1.0,853.042236328125
corridor,cdo3g5c8,90,1,matcher,fivh368p,1780317590906.256,final_choice,0.0,3488.615478515625
corridor,cdo3g5c8,90,2,avoider,4pnhmhns,1780317590922.5933,final_choice,1.0,3504.95263671875
corridor,cdo3g5c8,90,1,matcher,fivh368p,1780317592064.2856,next_trial,,4646.64501953125
corridor,cdo3g5c8,91,1,matcher,fivh368p,1780317592170.605,position,0.0,0.0
corridor,cdo3g5c8,91,2,avoider,4pnhmhns,1780317592367.8003,position,1.0,197.1953125
corridor,cdo3g5c8,91,1,matcher,fivh368p,1780317592683.1501,position,1.0,512.545166015625
corridor,cdo3g5c8,91,2,avoider,4pnhmhns,1780317593351.5798,position,0.0,1180.974853515625
corridor,cdo3g5c8,91,1,matcher,fivh368p,1780317595686.6143,final_choice,1.0,3516.00927734375
corridor,cdo3g5c8,91,2,avoider,4pnhmhns,1780317595970.2908,final_choice,0.0,3799.685791015625
corridor,cdo3g5c8,91,1,matcher,fivh368p,1780317597576.0957,next_trial,,5405.49072265625
corridor,cdo3g5c8,92,1,matcher,fivh368p,1780317597682.135,position,1.0,0.0
corridor,cdo3g5c8,92,2,avoider,4pnhmhns,1780317597698.7905,position,0.0,16.655517578125
corridor,cdo3g5c8,92,1,matcher,fivh368p,1780317598180.5332,position,0.0,498.398193359375
corridor,cdo3g5c8,92,2,avoider,4pnhmhns,1780317598593.5542,position,1.0,911.419189453125
corridor,cdo3g5c8,92,1,matcher,fivh368p,1780317600818.9167,position,1.0,3136.78173828125
corridor,cdo3g5c8,92,1,matcher,fivh368p,1780317601202.1511,final_choice,1.0,3520.01611328125
corridor,cdo3g5c8,92,2,avoider,4pnhmhns,1780317601220.5132,final_choice,1.0,3538.378173828125
corridor,cdo3g5c8,92,1,matcher,fivh368p,1780317602379.9993,next_trial,,4697.8642578125
corridor,cdo3g5c8,93,1,matcher,fivh368p,1780317602515.856,position,0.0,0.0
corridor,cdo3g5c8,93,2,avoider,4pnhmhns,1780317602851.7417,position,1.0,335.8857421875
corridor,cdo3g5c8,93,1,matcher,fivh368p,1780317603369.9153,position,1.0,854.059326171875
corridor,cdo3g5c8,93,2,avoider,4pnhmhns,1780317603926.344,position,0.0,1410.488037109375
corridor,cdo3g5c8,93,1,matcher,fivh368p,1780317606004.0952,final_choice,1.0,3488.2392578125
corridor,cdo3g5c8,93,2,avoider,4pnhmhns,1780317606360.2827,final_choice,0.0,3844.4267578125
corridor,cdo3g5c8,93,1,matcher,fivh368p,1780317607648.452,next_trial,,5132.595947265625
corridor,cdo3g5c8,94,1,matcher,fivh368p,1780317607751.6592,position,1.0,0.0
corridor,cdo3g5c8,94,2,avoider,4pnhmhns,1780317608189.8557,position,0.0,438.196533203125
corridor,cdo3g5c8,94,2,avoider,4pnhmhns,1780317608616.4883,position,1.0,864.8291015625
corridor,cdo3g5c8,94,2,avoider,4pnhmhns,1780317609141.7786,position,0.0,1390.119384765625
corridor,cdo3g5c8,94,1,matcher,fivh368p,1780317611269.3823,final_choice,1.0,3517.72314453125
corridor,cdo3g5c8,94,2,avoider,4pnhmhns,1780317611698.6946,final_choice,0.0,3947.035400390625
corridor,cdo3g5c8,94,1,matcher,fivh368p,1780317613101.6262,next_trial,,5349.967041015625
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317613215.066,position,0.0,0.0
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317613273.061,position,0.0,57.9951171875
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317613795.1057,position,1.0,580.039794921875
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317613826.3872,position,1.0,611.3212890625
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317614250.0535,position,0.0,1034.987548828125
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317614323.4197,position,0.0,1108.353759765625
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317614612.9448,position,1.0,1397.87890625
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317614659.0444,position,1.0,1443.978515625
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317615110.7546,position,0.0,1895.688720703125
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317615300.3384,position,0.0,2085.2724609375
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317615767.6191,position,1.0,2552.55322265625
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317616007.1357,position,1.0,2792.06982421875
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317616117.9358,position,0.0,2902.869873046875
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317616420.5718,position,0.0,3205.505859375
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317616726.809,final_choice,0.0,3511.7431640625
corridor,cdo3g5c8,95,2,avoider,4pnhmhns,1780317616789.8022,final_choice,0.0,3574.736328125
corridor,cdo3g5c8,95,1,matcher,fivh368p,1780317617935.331,next_trial,,4720.26513671875
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317618076.0342,position,1.0,0.0
corridor,cdo3g5c8,96,2,avoider,4pnhmhns,1780317618094.291,position,0.0,18.2568359375
corridor,cdo3g5c8,96,2,avoider,4pnhmhns,1780317618838.1375,position,1.0,762.103271484375
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317618995.7368,position,0.0,919.70263671875
corridor,cdo3g5c8,96,2,avoider,4pnhmhns,1780317619212.5354,position,0.0,1136.501220703125
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317619427.658,position,1.0,1351.623779296875
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317619751.7827,position,0.0,1675.74853515625
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317620447.7305,position,1.0,2371.6962890625
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317621582.8552,final_choice,1.0,3506.821044921875
corridor,cdo3g5c8,96,2,avoider,4pnhmhns,1780317621657.9182,final_choice,0.0,3581.884033203125
corridor,cdo3g5c8,96,1,matcher,fivh368p,1780317623156.0044,next_trial,,5079.97021484375
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317623261.89,position,1.0,0.0
corridor,cdo3g5c8,97,2,avoider,4pnhmhns,1780317623331.02,position,0.0,69.130126953125
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317623884.1501,position,0.0,622.26025390625
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317624318.152,position,1.0,1056.26220703125
corridor,cdo3g5c8,97,2,avoider,4pnhmhns,1780317624693.299,position,1.0,1431.4091796875
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317624796.494,position,0.0,1534.60400390625
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317625144.7192,position,1.0,1882.829345703125
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317625522.5579,position,0.0,2260.66796875
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317625860.9006,position,1.0,2599.0107421875
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317626780.2988,final_choice,1.0,3518.408935546875
corridor,cdo3g5c8,97,2,avoider,4pnhmhns,1780317626834.9368,final_choice,1.0,3573.046875
corridor,cdo3g5c8,97,1,matcher,fivh368p,1780317628169.466,next_trial,,4907.576171875
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317628273.5803,position,0.0,0.0
corridor,cdo3g5c8,98,2,avoider,4pnhmhns,1780317628289.3074,position,1.0,15.72705078125
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317628838.618,position,1.0,565.03759765625
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317629115.6577,position,0.0,842.077392578125
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317629992.1099,position,1.0,1718.529541015625
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317630699.8447,position,0.0,2426.264404296875
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317631015.0505,position,1.0,2741.47021484375
corridor,cdo3g5c8,98,2,avoider,4pnhmhns,1780317631485.988,position,0.0,3212.40771484375
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317631757.7517,position,0.0,3484.17138671875
corridor,cdo3g5c8,98,2,avoider,4pnhmhns,1780317631780.8892,final_choice,0.0,3507.308837890625
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317631794.9038,final_choice,0.0,3521.323486328125
corridor,cdo3g5c8,98,1,matcher,fivh368p,1780317632989.07,next_trial,,4715.48974609375
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317633092.5002,position,1.0,0.0
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317633162.813,position,0.0,70.312744140625
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317633749.5159,position,0.0,657.015625
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317633998.7522,position,1.0,906.251953125
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317634127.0842,position,1.0,1034.583984375
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317634331.739,position,0.0,1239.23876953125
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317634498.2761,position,0.0,1405.77587890625
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317635314.8875,position,1.0,2222.38720703125
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317635345.005,position,1.0,2252.504638671875
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317635778.621,position,0.0,2686.120849609375
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317636166.8047,position,0.0,3074.304443359375
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317636591.5273,position,1.0,3499.027099609375
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317636608.394,final_choice,0.0,3515.893798828125
corridor,cdo3g5c8,99,2,avoider,4pnhmhns,1780317636666.388,final_choice,1.0,3573.8876953125
corridor,cdo3g5c8,99,1,matcher,fivh368p,1780317638176.3284,next_trial,,5083.828125
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317638287.5288,position,0.0,0.0
corridor,cdo3g5c8,100,2,avoider,4pnhmhns,1780317638336.6077,position,0.0,49.078857421875
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317638626.3877,position,1.0,338.85888671875
corridor,cdo3g5c8,100,2,avoider,4pnhmhns,1780317638819.7576,position,1.0,532.228759765625
corridor,cdo3g5c8,100,2,avoider,4pnhmhns,1780317639128.185,position,0.0,840.65625
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317639232.929,position,0.0,945.400146484375
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317639561.3208,position,1.0,1273.7919921875
corridor,cdo3g5c8,100,2,avoider,4pnhmhns,1780317639655.904,position,1.0,1368.375244140625
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317639843.5747,position,0.0,1556.0458984375
corridor,cdo3g5c8,100,2,avoider,4pnhmhns,1780317639964.7544,position,0.0,1677.2255859375
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317640474.465,position,1.0,2186.936279296875
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317640797.6504,position,0.0,2510.12158203125
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317641230.7715,position,1.0,2943.24267578125
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317641501.9033,position,0.0,3214.37451171875
corridor,cdo3g5c8,100,2,avoider,4pnhmhns,1780317641800.499,final_choice,0.0,3512.97021484375
corridor,cdo3g5c8,100,1,matcher,fivh368p,1780317641844.5269,final_choice,0.0,3556.998046875
