game,session_code,trial,matcher_code,avoider_code,matcher_action,avoider_action,matched,matcher_won,avoider_won,matcher_reward,avoider_reward,random_time_ms,block,opponent_type,matcher_valid,avoider_valid,matcher_total,avoider_total,outcome_reason,matcher_rt_ms,avoider_rt_ms,server_ts,matcher_start_lane,avoider_start_lane,shared_control_lock,total_pause_ms
corridor,cdo3g5c8,71,fivh368p,4pnhmhns,0,1,False,False,True,0,10,1610,multi,human,True,True,290,420,pass,,,1780317493.9458044,0.0,1.0,True,0.0
corridor,cdo3g5c8,72,fivh368p,4pnhmhns,1,0,False,False,True,0,10,1641,multi,human,True,True,290,430,pass,,,1780317498.8481457,0.0,0.0,True,0.0
corridor,cdo3g5c8,73,fivh368p,4pnhmhns,1,1,True,True,False,10,0,2975,multi,human,True,True,300,430,collision,,,1780317503.9668806,1.0,0.0,True,0.0
corridor,cdo3g5c8,74,fivh368p,4pnhmhns,0,0,True,True,False,10,0,3236,multi,human,True,True,310,430,collision,,,1780317508.7278786,1.0,1.0,True,0.0
corridor,cdo3g5c8,75,fivh368p,4pnhmhns,1,1,True,True,False,10,0,1088,multi,human,True,True,320,430,collision,,,1780317513.9165049,0.0,1.0,True,0.0
corridor,cdo3g5c8,76,fivh368p,4pnhmhns,0,0,True,True,False,10,0,3094,multi,human,True,True,330,430,collision,,,1780317518.933822,0.0,1.0,True,0.0
corridor,cdo3g5c8,77,fivh368p,4pnhmhns,1,0,False,False,True,0,10,2790,multi,human,True,True,330,440,pass,,,1780317524.2588391,0.0,1.0,True,0.0
corridor,cdo3g5c8,78,fivh368p,4pnhmhns,1,1,True,True,False,10,0,1584,multi,human,True,True,340,440,collision,,,1780317529.0430803,0.0,1.0,True,0.0
corridor,cdo3g5c8,79,fivh368p,4pnhmhns,1,0,False,False,True,0,10,2279,multi,human,True,True,340,450,pass,,,1780317534.2707198,0.0,1.0,True,0.0
corridor,cdo3g5c8,80,fivh368p,4pnhmhns,1,1,True,True,False,10,0,1010,multi,human,True,True,350,450,collision,,,1780317539.7355793,0.0,1.0,True,0.0
corridor,cdo3g5c8,81,fivh368p,4pnhmhns,0,1,False,False,True,0,10,3900,multi,human,True,True,350,460,pass,,,1780317544.97068,0.0,1.0,True,0.0
corridor,cdo3g5c8,82,fivh368p,4pnhmhns,1,1,True,True,False,10,0,1134,multi,human,True,True,360,460,collision,,,1780317549.9626238,0.0,1.0,True,0.0
corridor,cdo3g5c8,83,fivh368p,4pnhmhns,1,0,False,False,True,0,10,3122,multi,human,True,True,360,470,pass,,,1780317554.904819,1.0,0.0,True,0.0
corridor,cdo3g5c8,84,fivh368p,4pnhmhns,1,0,False,False,True,0,10,2841,multi,human,True,True,360,480,pass,,,1780317559.9505606,0.0,1.0,True,0.0
corridor,cdo3g5c8,85,fivh368p,4pnhmhns,1,1,True,True,False,10,0,3609,multi,human,True,True,370,480,collision,,,1780317565.2028027,1.0,0.0,True,0.0
corridor,cdo3g5c8,86,fivh368p,4pnhmhns,0,1,False,False,True,0,10,2219,multi,human,True,True,370,490,pass,,,1780317570.4134305,1.0,0.0,True,0.0
corridor,cdo3g5c8,87,fivh368p,4pnhmhns,1,0,False,False,True,0,10,3423,multi,human,True,True,370,500,pass,,,1780317575.3735795,1.0,0.0,True,0.0
corridor,cdo3g5c8,88,fivh368p,4pnhmhns,0,1,False,False,True,0,10,3223,multi,human,True,True,370,510,pass,,,1780317580.5689719,1.0,1.0,True,0.0
corridor,cdo3g5c8,89,fivh368p,4pnhmhns,1,0,False,False,True,0,10,1336,multi,human,True,True,370,520,pass,,,1780317585.8014076,1.0,1.0,True,0.0
corridor,cdo3g5c8,90,fivh368p,4pnhmhns,0,1,False,False,True,0,10,1557,multi,human,True,True,370,530,pass,,,1780317590.954811,1.0,0.0,True,0.0
corridor,cdo3g5c8,91,fivh368p,4pnhmhns,1,0,False,False,True,0,10,2478,multi,human,True,True,370,540,pass,,,1780317596.0076213,0.0,1.0,True,0.0
corridor,cdo3g5c8,92,fivh368p,4pnhmhns,1,1,True,True,False,10,0,3989,multi,human,True,True,380,540,collision,,,1780317601.243976,1.0,0.0,True,0.0
corridor,cdo3g5c8,93,fivh368p,4pnhmhns,1,0,False,False,True,0,10,1737,multi,human,True,True,380,550,pass,,,1780317606.385614,0.0,1.0,True,0.0
corridor,cdo3g5c8,94,fivh368p,4pnhmhns,1,0,False,False,True,0,10,1539,multi,human,True,True,380,560,pass,,,1780317611.7260578,1.0,0.0,True,0.0
corridor,cdo3g5c8,95,fivh368p,4pnhmhns,0,0,True,True,False,10,0,3748,multi,human,True,True,390,560,collision,,,1780317616.8133516,0.0,0.0,True,0.0
corridor,cdo3g5c8,96,fivh368p,4pnhmhns,1,0,False,False,True,0,10,2386,multi,human,True,True,390,570,pass,,,1780317621.6823976,1.0,0.0,True,0.0
corridor,cdo3g5c8,97,fivh368p,4pnhmhns,1,1,True,True,False,10,0,2748,multi,human,True,True,400,570,collision,,,1780317626.8575964,1.0,0.0,True,0.0
corridor,cdo3g5c8,98,fivh368p,4pnhmhns,0,0,True,True,False,10,0,3658,multi,human,True,True,410,570,collision,,,1780317631.8157003,0.0,1.0,True,0.0
corridor,cdo3g5c8,99,fivh368p,4pnhmhns,0,1,False,False,True,0,10,3869,multi,human,True,True,410,580,pass,,,1780317636.690682,1.0,0.0,True,0.0
corridor,cdo3g5c8,100,fivh368p,4pnhmhns,0,0,True,True,False,10,0,3949,multi,human,True,True,420,580,collision,,,1780317641.8876994,0.0,0.0,True,0.0
