participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,matching_retreat_1.1.player.id_in_group,matching_retreat_1.1.player.role,matching_retreat_1.1.player.payoff,matching_retreat_1.1.player.current_trial,matching_retreat_1.1.player.total_points,matching_retreat_1.1.player.last_choice,matching_retreat_1.1.player.last_reward,matching_retreat_1.1.player.last_rt_ms,matching_retreat_1.1.group.id_in_subsession,matching_retreat_1.1.group.started,matching_retreat_1.1.group.p1_started,matching_retreat_1.1.group.p2_started,matching_retreat_1.1.group.num_trials_multi,matching_retreat_1.1.group.p1_choice,matching_retreat_1.1.group.p2_choice,matching_retreat_1.1.group.p1_rt_ms,matching_retreat_1.1.group.p2_rt_ms,matching_retreat_1.1.group.trial_timer_ms,matching_retreat_1.1.group.trial_log_json,matching_retreat_1.1.group.cursor_log_json,matching_retreat_1.1.subsession.round_number,matching_blocks.1.player.id_in_group,matching_blocks.1.player.role,matching_blocks.1.player.payoff,matching_blocks.1.player.role_name,matching_blocks.1.player.final_lane,matching_blocks.1.player.reward,matching_blocks.1.player.total_reward,matching_blocks.1.player.is_collision,matching_blocks.1.group.id_in_subsession,matching_blocks.1.group.trial_index,matching_blocks.1.group.p1_final_lane,matching_blocks.1.group.p2_final_lane,matching_blocks.1.group.p1_ready,matching_blocks.1.group.p2_ready,matching_blocks.1.group.p1_start_lane,matching_blocks.1.group.p2_start_lane,matching_blocks.1.group.collision,matching_blocks.1.group.resolved,matching_blocks.1.group.control_cutoff_ms,matching_blocks.1.group.p1_control_cutoff_ms,matching_blocks.1.group.p2_control_cutoff_ms,matching_blocks.1.group.num_trials,matching_blocks.1.group.paused,matching_blocks.1.group.pause_started_ms,matching_blocks.1.group.total_pause_ms,matching_blocks.1.group.command_log_json,matching_blocks.1.group.trial_log_json,matching_blocks.1.group.shared_control_lock,matching_blocks.1.group.setup_done,matching_blocks.1.subsession.round_number,matching_live.1.player.id_in_group,matching_live.1.player.role,matching_live.1.player.payoff,matching_live.1.player.current_trial,matching_live.1.player.total_points,matching_live.1.player.last_choice,matching_live.1.player.last_reward,matching_live.1.player.last_rt_ms,matching_live.1.player.part1_points,matching_live.1.group.id_in_subsession,matching_live.1.group.started,matching_live.1.group.algo_split_flip,matching_live.1.group.single_opponent_p1,matching_live.1.group.single_opponent_p2,matching_live.1.group.num_trials_single,matching_live.1.group.num_trials_multi,matching_live.1.group.single_opponent_p1_final,matching_live.1.group.single_opponent_p2_final,matching_live.1.group.p1_choice,matching_live.1.group.p2_choice,matching_live.1.group.p1_rt_ms,matching_live.1.group.p2_rt_ms,matching_live.1.group.trial_log_json,matching_live.1.group.algo_state_json,matching_live.1.subsession.round_number,pupil_sync_test.1.player.id_in_group,pupil_sync_test.1.player.role,pupil_sync_test.1.player.payoff,pupil_sync_test.1.player.sync_log_json,pupil_sync_test.1.group.id_in_subsession,pupil_sync_test.1.subsession.round_number
